0, 1, 151
0, 0, 151
7, 0, 103
4, 0, 125
13, 0, 130
6, 0, 142
15, 0, 138
21, 0, 117
20, 0, 121
17, 0, 129
22, 0, 111
12, 0, 151
8, 0, 145
18, 0, 122
14, 0, 114
11, 0, 130
24, 0, 122
33, 0, 112
27, 0, 136
40, 0, 127
28, 0, 130
10, 0, 137
41, 0, 117
49, 0, 130
31, 0, 127
43, 0, 104
35, 0, 116
19, 0, 132
59, 0, 116
23, 0, 116
47, 0, 137
55, 0, 120
34, 0, 112
53, 0, 107
56, 0, 120
39, 0, 117
45, 0, 134
37, 0, 126
58, 0, 119
63, 0, 108
36, 0, 114
32, 0, 125
30, 0, 114
54, 0, 132
60, 0, 136
5, 0, 126
69, 0, 125
71, 0, 130
79, 0, 98
64, 0, 151
85, 0, 122
46, 0, 127
66, 0, 123
51, 0, 117
78, 0, 99
50, 0, 142
92, 0, 124
57, 0, 134
65, 0, 123
77, 0, 125
68, 0, 130
90, 0, 121
88, 0, 135
16, 0, 125
75, 0, 140
3, 0, 128
97, 0, 154
70, 0, 126
117, 0, 123
107, 0, 149
101, 0, 134
86, 0, 126
26, 0, 109
48, 0, 125
114, 0, 143
84, 0, 126
89, 0, 135
116, 0, 133
81, 0, 125
104, 0, 126
112, 0, 112
72, 0, 136
123, 0, 129
124, 0, 113
91, 0, 139
94, 0, 141
132, 0, 139
134, 0, 133
127, 0, 131
120, 0, 138
122, 0, 120
98, 0, 110
111, 0, 131
1, 1, 118
130, 0, 120
115, 0, 121
145, 0, 100
76, 0, 123
119, 0, 124
138, 0, 143
109, 0, 138
110, 0, 108
102, 0, 134
83, 0, 115
131, 0, 114
103, 0, 94
100, 0, 112
121, 0, 125
146, 0, 98
143, 0, 128
38, 0, 127
82, 0, 125
67, 0, 112
118, 0, 128
151, 0, 114
144, 0, 120
154, 0, 129
139, 0, 103
157, 0, 109
149, 0, 139
73, 0, 147
113, 0, 136
135, 0, 103
147, 0, 133
152, 0, 115
99, 0, 135
1, 0, 118
162, 0, 106
159, 0, 131
108, 0, 111
142, 0, 123
9, 0, 117
126, 0, 137
137, 0, 142
96, 0, 149
170, 0, 129
87, 0, 119
153, 0, 103
166, 0, 121
158, 0, 112
133, 0, 116
156, 0, 115
176, 0, 126
165, 0, 154
125, 0, 121
188, 0, 124
140, 0, 144
155, 0, 119
186, 0, 108
173, 0, 113
175, 0, 141
192, 0, 123
178, 0, 134
172, 0, 131
128, 0, 124
174, 0, 126
180, 0, 118
150, 0, 119
191, 0, 108
177, 0, 157
194, 0, 115
161, 0, 138
185, 0, 124
187, 0, 130
193, 0, 134
74, 0, 113
164, 0, 131
105, 0, 118
199, 0, 133
52, 0, 129
160, 0, 154
189, 0, 112
183, 0, 110
204, 0, 144
171, 0, 131
203, 0, 123
184, 0, 118
182, 0, 142
129, 0, 122
195, 0, 138
44, 0, 131
202, 0, 125
200, 0, 114
207, 0, 134
223, 0, 115
163, 0, 138
209, 0, 135
198, 0, 142
205, 0, 123
213, 0, 137
226, 0, 103
210, 0, 155
221, 0, 150
136, 0, 138
179, 0, 134
220, 0, 125
80, 0, 119
217, 0, 124
215, 0, 120
224, 0, 131
216, 0, 137
230, 0, 134
190, 0, 129
42, 0, 110
201, 0, 151
95, 0, 125
2, 0, 138
233, 0, 141
211, 0, 122
244, 0, 106
212, 0, 121
206, 0, 123
62, 0, 113
196, 0, 125
219, 0, 137
234, 0, 118
240, 0, 133
236, 0, 130
218, 0, 121
214, 0, 135
169, 0, 126
257, 0, 124
181, 0, 117
228, 0, 125
208, 0, 128
167, 0, 124
242, 0, 121
251, 0, 148
225, 0, 128
232, 0, 130
254, 0, 137
227, 0, 133
238, 0, 119
229, 0, 120
249, 0, 130
2, 1, 138
222, 0, 118
29, 0, 126
267, 0, 129
264, 0, 128
235, 0, 126
231, 0, 137
268, 0, 130
246, 0, 114
252, 0, 131
243, 0, 132
263, 0, 117
266, 0, 125
259, 0, 126
248, 0, 129
256, 0, 139
278, 0, 132
281, 0, 113
284, 0, 112
265, 0, 117
258, 0, 133
247, 0, 100
275, 0, 129
261, 0, 130
241, 0, 143
141, 0, 121
279, 0, 135
291, 0, 123
255, 0, 140
285, 0, 124
269, 0, 137
272, 0, 118
289, 0, 98
282, 0, 109
280, 0, 111
271, 0, 141
306, 0, 116
245, 0, 123
304, 0, 121
296, 0, 135
237, 0, 121
253, 0, 130
297, 0, 147
292, 0, 142
293, 0, 123
308, 0, 131
305, 0, 127
302, 0, 125
310, 0, 136
287, 0, 140
277, 0, 144
315, 0, 139
303, 0, 115
93, 0, 118
148, 0, 135
311, 0, 105
300, 0, 130
250, 0, 132
168, 0, 121
323, 0, 124
321, 0, 132
319, 0, 136
283, 0, 134
274, 0, 112
316, 0, 124
312, 0, 144
307, 0, 122
317, 0, 127
295, 0, 118
327, 0, 114
325, 0, 137
298, 0, 130
322, 0, 140
309, 0, 137
324, 0, 140
288, 0, 120
290, 0, 133
299, 0, 131
326, 0, 124
329, 0, 136
340, 0, 146
320, 0, 135
333, 0, 139
339, 0, 107
341, 0, 138
344, 0, 131
349, 0, 113
347, 0, 122
330, 0, 121
273, 0, 116
345, 0, 127
352, 0, 106
342, 0, 132
335, 0, 152
356, 0, 116
348, 0, 106
106, 0, 126
332, 0, 110
360, 0, 133
328, 0, 118
318, 0, 115
365, 0, 117
353, 0, 123
334, 0, 114
350, 0, 132
331, 0, 136
336, 0, 126
361, 0, 129
355, 0, 139
363, 0, 129
357, 0, 127
276, 0, 139
364, 0, 119
371, 0, 118
370, 0, 142
301, 0, 138
354, 0, 129
358, 0, 128
382, 0, 106
359, 0, 118
343, 0, 124
346, 0, 123
366, 0, 130
374, 0, 123
314, 0, 134
376, 0, 125
262, 0, 115
388, 0, 113
385, 0, 127
368, 0, 112
378, 0, 131
384, 0, 112
367, 0, 135
377, 0, 147
369, 0, 109
337, 0, 136
379, 0, 109
260, 0, 144
386, 0, 143
394, 0, 111
383, 0, 121
400, 0, 119
395, 0, 146
387, 0, 137
391, 0, 135
338, 0, 126
398, 0, 128
373, 0, 131
375, 0, 126
406, 0, 137
390, 0, 139
404, 0, 119
409, 0, 126
396, 0, 137
408, 0, 122
380, 0, 122
412, 0, 102
313, 0, 140
351, 0, 124
407, 0, 131
402, 0, 120
413, 0, 116
418, 0, 116
270, 0, 128
414, 0, 115
415, 0, 147
422, 0, 135
417, 0, 126
401, 0, 117
411, 0, 128
426, 0, 114
393, 0, 137
410, 0, 116
403, 0, 123
427, 0, 125
431, 0, 127
421, 0, 117
434, 0, 117
441, 0, 118
389, 0, 111
294, 0, 115
430, 0, 110
435, 0, 106
438, 0, 121
381, 0, 134
425, 0, 129
399, 0, 107
443, 0, 138
440, 0, 99
397, 0, 137
423, 0, 175
424, 0, 142
437, 0, 116
405, 0, 113
392, 0, 126
432, 0, 130
444, 0, 119
429, 0, 148
446, 0, 125
372, 0, 134
453, 0, 126
445, 0, 136
449, 0, 127
458, 0, 104
416, 0, 142
442, 0, 127
436, 0, 108
454, 0, 137
463, 0, 111
452, 0, 140
439, 0, 141
456, 0, 126
455, 0, 130
451, 0, 132
420, 0, 122
461, 0, 144
457, 0, 119
362, 0, 115
468, 0, 133
476, 0, 100
466, 0, 117
448, 0, 108
474, 0, 133
465, 0, 110
470, 0, 116
460, 0, 117
464, 0, 128
478, 0, 120
433, 0, 116
481, 0, 124
486, 0, 145
473, 0, 135
480, 0, 124
491, 0, 122
475, 0, 124
494, 0, 121
459, 0, 139
419, 0, 116
483, 0, 134
485, 0, 121
479, 0, 124
484, 0, 135
489, 0, 138
482, 0, 133
477, 0, 151
497, 0, 144
488, 0, 123
505, 0, 133
508, 0, 134
447, 0, 130
498, 0, 126
472, 0, 108
